buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.407256,0.355868,5.921578,0,1.098612,1.706565,1.609438,1.098612,0.879627,0.693147
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.556917,0.529518,4.672829,0,0.693147,4.081259,1.098612,1.386294,1.226712,1.098612
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.111094,0.487045,5.993961,0,1.386294,0.582216,1.791759,3.583519,3.45379,2.70805
clean,clean,clean,clean,0.693147,1.386294,1.386294,0.859068,0.003304,0.013151,6.405774,0,1.386294,4.147727,1.386294,4.406719,4.263806,4.317488
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.00722,0.00722,4.934474,0,1.386294,1.572774,1.94591,3.218876,3.104138,3.178054
buggy,clean,clean,clean,0.693147,0.693147,1.94591,1.209718,0.041199,0.0302,6.744059,0,1.098612,4.010419,0.845868,4.418841,4.277638,4.330733
clean,buggy,buggy,clean,0.693147,1.386294,2.564949,1.433533,0.006166,0.001699,7.388792,1,1.609438,3.958334,0.512824,4.430817,4.291007,4.343805
clean,clean,clean,buggy,0.693147,0.693147,0.693147,0,0.024142,0.001878,6.278521,1,1.098612,4.274581,1.609438,4.442651,4.302983,4.356709
buggy,clean,buggy,buggy,0.693147,1.609438,1.609438,1.020921,0.006674,0.003342,7.086529,1,1.386294,2.215937,1.504077,4.454347,4.316287,4.369448
buggy,clean,clean,clean,0.693147,1.791759,2.833213,1.477526,0.003045,0.003689,7.210634,0,1.609438,3.729781,0.940007,3.610918,3.475996,2.833213
clean,clean,clean,clean,1.098612,1.098612,1.386294,0.925024,0.002461,0.002461,6.518159,1,1.609438,3.776203,1.94591,3.637586,3.505858,3.496508
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.00246,0.00246,7.105786,1,1.098612,1.880991,1.791759,3.663562,3.53427,2.944439
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.651437,0.980829,0.287682,0.916291,0,1.386294,2.014903,1.252763,3.688879,3.563033,2.995732
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.693147,0.002766,0.002766,5.891644,0,1.386294,3.306154,0.916291,3.713572,3.590991,3.044522
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.002121,0.002121,6.156979,0,0.693147,2.105353,0.693147,3.258097,3.139833,3.218876
buggy,buggy,buggy,buggy,0.693147,1.098612,1.94591,0.858696,0.013474,0.006234,7.4578,0,1.609438,3.92888,1.153732,3.295837,3.181382,3.258097
clean,clean,clean,buggy,1.098612,1.386294,2.302585,1.144134,0.018368,0.027321,7.340472,0,1.609438,3.019937,1.098612,4.465908,4.321878,4.442651
clean,clean,clean,clean,1.098612,1.94591,1.94591,1.163551,0.042716,0.008243,5.404927,0,1.609438,4.247781,1.427916,3.73767,3.615233,3.637586
buggy,clean,clean,clean,0.693147,1.386294,1.386294,0.864526,0.058677,0.011901,6.372756,0,1.386294,3.96897,1.300192,2.890372,2.728506,2.890372
clean,clean,clean,clean,0.693147,1.098612,1.386294,0.739377,0.028256,0.000382,6.772313,1,0.693147,2.729812,0.285179,4.477337,4.334542,4.394449
buggy,clean,buggy,clean,0.693147,1.098612,2.197225,1.032401,0.031863,0.045998,6.301483,0,1.386294,3.628333,1.05779,4.488636,4.347565,4.406719
clean,clean,buggy,buggy,0.693147,0.693147,1.386294,0.649941,0.041298,0.021391,5.734409,0,0.693147,4.332311,0.285179,3.7612,3.641001,3.135494
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.78419,3.664843,0
buggy,clean,clean,buggy,1.098612,1.791759,2.484907,1.0726,0.121364,0.002612,4.656528,0,1.609438,0.29267,1.128171,3.806662,3.688879,3.713572
clean,clean,clean,clean,0.693147,1.791759,2.397895,1.134372,0.061562,0.012166,6.666066,0,1.791759,3.967458,0.916291,3.828641,3.710641,3.218876
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.850148,3.734808,0
clean,clean,clean,clean,0.693147,1.098612,1.386294,0.94971,0,0.001919,6.257035,0,1.098612,4.405255,0.845868,4.49981,4.345233,4.418841
buggy,buggy,buggy,buggy,0.693147,1.609438,1.609438,0.944493,6.212914,0,1.446919,0,0.693147,1.835776,0.223144,4.51086,4.357478,4.430817
